"partie","player","stratCulture","stratParcelle","stratOrdreIrrig","stratSeau.x","stratSeau.y","stratSeau"
374,"p2","0.571428571428571",7,2,6,0,0
375,"p2","0.555555555555556",9,1,6,0,0
376,"p2","0.8",10,1,6,0,0
377,"p2","0.6",10,1,6,0,0
378,"p2","0.555555555555556",9,2,6,0,0
379,"p2","0.545454545454545",11,2,5,0,1
380,"p2","0.666666666666667",6,3,3,0,1
381,"p2","0.583333333333333",12,1,6,0,0
382,"p2","0.333333333333333",9,1,2,0,4
383,"p2","0.666666666666667",9,2,6,0,0
384,"p2","0.4",5,1,3,0,1
385,"p2","0.4",10,2,6,0,0
386,"p2","0.6",10,2,6,0,0
387,"p2","0.5",8,2,4,0,0
388,"p2","0.3",10,1,6,0,0
389,"p2","0.222222222222222",9,2,6,0,0
390,"p2","0.666666666666667",9,1,6,0,0
391,"p2","0.5",8,1,6,0,0
392,"p2","0.5",8,2,6,0,0
393,"p2","0.6",10,1,6,0,0
394,"p2","0.5",8,1,6,0,0
395,"p2","0.5",6,2,3,0,0
396,"p2","0.857142857142857",7,2,5,0,0
397,"p2","0.7",10,2,6,0,0
398,"p2","0.636363636363636",11,2,6,0,0
399,"p2","0.625",8,2,4,2,0
400,"p2","0.583333333333333",12,2,2,2,3
401,"p2","0.571428571428571",7,1,6,0,0
402,"p2","0.272727272727273",11,1,6,0,0
403,"p2","0.6",5,2,5,0,0
404,"p2","0.5",10,1,3,0,3
405,"p2","0.444444444444444",9,1,3,0,3
406,"p2","0.444444444444444",9,2,6,0,0
407,"p2","0.333333333333333",9,3,2,0,4
408,"p2","0.555555555555556",9,2,6,0,0
409,"p2","0.5",10,1,6,0,0
410,"p2","0.6",10,1,6,0,0
411,"p2","0.571428571428571",7,1,5,0,0
412,"p2","0.4",10,1,6,0,0
413,"p2","0.5",10,1,6,0,0
414,"p2","0.333333333333333",6,1,5,0,0
415,"p2","0.333333333333333",6,1,4,0,0
416,"p2","0.833333333333333",6,2,4,0,0
417,"p2","0.6",10,2,6,0,0
418,"p2","0.727272727272727",11,2,6,0,0
419,"p2","0.4",10,2,6,0,0
420,"p2","0.428571428571429",7,1,5,0,0
421,"p2","0.538461538461538",13,2,7,1,0
422,"p2","0.545454545454545",11,1,6,0,0
423,"p2","0.583333333333333",12,3,6,0,0
424,"p2","0.363636363636364",11,1,6,0,0
425,"p2","0.727272727272727",11,1,5,0,1
426,"p2","0.666666666666667",9,2,6,0,0
427,"p2","0.5",10,1,6,0,0
428,"p2","0.636363636363636",11,2,6,0,0
429,"p2","0.571428571428571",7,2,5,0,0
430,"p2","0.3",10,3,6,0,0
431,"p2","0.666666666666667",9,1,5,0,0
432,"p2","0.714285714285714",7,3,6,0,0
433,"p2","0.538461538461538",13,2,5,0,2
434,"p2","0.428571428571429",7,2,5,0,0
435,"p2","0.555555555555556",9,1,6,0,0
436,"p2","0.5",12,1,2,0,4
437,"p2","0.5",8,2,3,0,2
438,"p2","0.4",10,1,6,0,0
439,"p2","0.666666666666667",12,1,6,0,0
440,"p2","0.5",10,1,6,0,0
441,"p2","0.7",10,2,6,0,0
442,"p2","0.333333333333333",12,1,6,0,0
443,"p2","0.571428571428571",7,3,4,0,0
444,"p2","0.5",10,1,3,0,3
445,"p2","0.375",8,2,6,0,0
446,"p2","0.545454545454545",11,2,4,0,2
447,"p2","0.555555555555556",9,2,6,0,0
448,"p2","0.333333333333333",9,2,6,0,0
449,"p2","0.5",12,2,6,0,0
450,"p2","0.333333333333333",9,2,4,1,1
451,"p2","0.333333333333333",12,1,6,0,0
452,"p2","0.285714285714286",7,3,3,1,2
453,"p2","0.333333333333333",9,1,5,0,0
454,"p2","0.5",10,2,6,0,0
455,"p2","0.545454545454545",11,2,6,0,0
456,"p2","0.875",8,3,5,0,0
457,"p2","0.222222222222222",9,1,6,0,0
458,"p2","0.375",8,2,5,0,0
459,"p2","0.428571428571429",7,2,5,0,0
460,"p2","0.333333333333333",6,1,5,0,0
461,"p2","0.5",10,3,6,0,0
462,"p2","0.272727272727273",11,1,6,0,0
463,"p2","0.555555555555556",9,2,6,0,0
464,"p2","0.6",10,1,6,0,0
465,"p2","0.8",10,2,6,0,0
466,"p2","0.5",12,3,6,0,0
467,"p2","0.6",5,3,2,1,1
468,"p2","0.6",10,3,5,0,0
469,"p2","0.538461538461538",13,3,7,0,1
470,"p2","0.5",12,2,6,0,0
471,"p2","0.6",10,2,4,0,2
472,"p2","0.555555555555556",9,2,6,0,0
473,"p2","0.636363636363636",11,1,6,0,0
474,"p2","0.444444444444444",9,1,6,0,0
475,"p2","0.5",8,1,5,0,0
476,"p2","0.545454545454545",11,2,6,0,0
477,"p2","0.3",10,2,6,0,0
478,"p2","0.444444444444444",9,2,6,0,0
479,"p2","0.454545454545455",11,2,5,0,1
480,"p2","0.666666666666667",9,2,6,0,0
481,"p2","0.444444444444444",9,2,6,0,0
482,"p2","0.666666666666667",6,1,5,0,0
483,"p2","0.818181818181818",11,2,6,0,0
484,"p2","0.666666666666667",9,1,6,0,0
485,"p2","0.307692307692308",13,2,5,2,1
486,"p2","0.2",5,1,1,0,2
487,"p2","0.444444444444444",9,2,6,0,0
488,"p2","0.818181818181818",11,1,6,0,0
489,"p2","0.454545454545455",11,2,6,0,0
490,"p2","0.636363636363636",11,2,6,0,0
491,"p2","0.444444444444444",9,1,6,0,0
492,"p2","0.454545454545455",11,2,6,0,0
493,"p2","0.454545454545455",11,2,6,0,0
494,"p2","0.5",12,2,6,0,0
495,"p2","0.444444444444444",9,2,6,0,0
496,"p2","0.272727272727273",11,1,6,0,0
497,"p2","0.454545454545455",11,2,6,0,0
498,"p2","0.454545454545455",11,1,6,0,0
499,"p2","0.454545454545455",11,1,6,0,0
500,"p2","0.181818181818182",11,1,2,0,4
501,"p2","0.7",10,2,2,0,4
502,"p2","0.5",6,2,2,0,3
503,"p2","0.4",10,2,6,0,0
504,"p2","0.454545454545455",11,1,6,0,0
505,"p2","0.625",8,2,5,0,0
506,"p2","0.363636363636364",11,1,6,0,0
507,"p2","0.545454545454545",11,2,4,1,1
508,"p2","0.3",10,3,6,0,0
509,"p2","0.375",8,1,5,0,0
510,"p2","0.363636363636364",11,1,6,0,0
511,"p2","0.333333333333333",6,1,5,0,0
512,"p2","0.363636363636364",11,2,5,0,1
513,"p2","0.333333333333333",9,1,6,0,0
514,"p2","0.6",10,2,5,0,0
515,"p2","0.142857142857143",7,3,6,0,0
516,"p2","0.5",10,2,6,0,0
517,"p2","0.454545454545455",11,2,6,0,0
518,"p2","0.6",10,2,6,0,0
519,"p2","0.583333333333333",12,1,6,0,0
520,"p2","0.7",10,2,3,0,3
521,"p2","0.583333333333333",12,2,6,0,0
522,"p2","0.333333333333333",9,2,6,0,0
523,"p2","0.6",10,2,6,0,0
524,"p2","0.444444444444444",9,2,2,0,4
525,"p2","0.545454545454545",11,1,6,0,0
526,"p2","0.636363636363636",11,2,5,1,0
527,"p2","0.75",12,1,6,0,0
528,"p2","0.75",4,2,2,0,2
529,"p2","0.636363636363636",11,2,6,0,0
530,"p2","0.545454545454545",11,1,6,0,0
531,"p2","1",9,1,5,0,2
532,"p2","0.555555555555556",9,1,6,0,0
533,"p2","0.111111111111111",9,2,6,0,0
534,"p2","0.636363636363636",11,2,4,0,2
535,"p2","0.416666666666667",12,2,6,0,0
536,"p2","0.7",10,2,6,0,0
537,"p2","0.625",8,2,6,0,0
538,"p2","0.5",10,2,6,0,0
539,"p2","0.583333333333333",12,1,5,0,1
540,"p2","0.583333333333333",12,1,8,0,0
541,"p2","0.444444444444444",9,1,6,0,0
542,"p2","0.636363636363636",11,2,6,0,0
543,"p2","0.416666666666667",12,2,6,0,0
544,"p2","0.416666666666667",12,1,6,0,0
545,"p2","0.727272727272727",11,1,4,0,4
546,"p2","0.222222222222222",9,1,6,0,0
547,"p2","0.5",8,2,6,0,0
548,"p2","0.454545454545455",11,2,6,0,0
549,"p2","0.615384615384615",13,1,5,0,3
550,"p2","0.444444444444444",9,1,4,2,0
551,"p2","0.428571428571429",7,1,4,0,1
552,"p2","0.555555555555556",9,2,3,0,3
553,"p2","0.454545454545455",11,1,6,0,0
554,"p2","0.666666666666667",9,2,6,0,0
555,"p2","0.583333333333333",12,2,6,0,0
556,"p2","0.666666666666667",6,2,3,0,1
557,"p2","0.666666666666667",9,2,6,0,0
558,"p2","0.4",10,1,2,0,4
559,"p2","0.363636363636364",11,1,6,0,0
560,"p2","0.6",10,2,4,1,1
561,"p2","0.5",10,1,6,0,0
562,"p2","0.727272727272727",11,2,5,0,1
563,"p2","0.5",8,2,5,0,0
564,"p2","0.363636363636364",11,1,6,0,0
565,"p2","0.818181818181818",11,2,5,2,0
566,"p2","0.5",12,2,5,1,0
567,"p2","0.5",10,2,6,0,0
568,"p2","0.666666666666667",6,2,3,0,2
569,"p2","0.111111111111111",9,1,6,0,0
570,"p2","0.727272727272727",11,2,6,0,0
571,"p2","0",10,2,6,0,0
572,"p2","0.5",12,1,6,0,0
573,"p2","0.7",10,1,6,0,0
574,"p2","0.583333333333333",12,1,7,0,0
575,"p2","0.7",10,2,3,0,3
576,"p2","0.636363636363636",11,1,6,0,0
577,"p2","0.4",10,1,6,0,0
578,"p2","0.4",10,2,6,0,0
579,"p2","0.444444444444444",9,2,5,0,0
580,"p2","0.6",10,1,4,0,2
581,"p2","0.545454545454545",11,2,6,0,0
582,"p2","0.727272727272727",11,2,6,0,0
583,"p2","0.333333333333333",9,2,6,0,0
584,"p2","0.8",5,1,4,0,0
585,"p2","0.6",10,1,6,0,0
586,"p2","0.545454545454545",11,1,6,0,0
587,"p2","0.75",4,2,5,0,0
588,"p2","0.714285714285714",7,2,2,0,4
589,"p2","0.625",8,2,5,0,0
590,"p2","0.571428571428571",14,3,5,1,2
591,"p2","0.727272727272727",11,1,6,0,0
592,"p2","0.222222222222222",9,2,6,0,0
593,"p2","0.25",12,1,6,0,0
594,"p2","0.454545454545455",11,1,6,0,0
595,"p2","0.5",10,2,6,0,0
596,"p2","0.666666666666667",12,1,6,0,0
597,"p2","0.222222222222222",9,2,6,0,0
598,"p2","0.461538461538462",13,1,4,0,4
599,"p2","0.4",5,1,5,0,0
600,"p2","0.25",8,2,3,1,0
601,"p2","0.454545454545455",11,1,6,0,0
602,"p2","0.9",10,1,3,0,3
603,"p2","0.454545454545455",11,1,6,0,0
604,"p2","0.272727272727273",11,2,6,0,0
605,"p2","0.714285714285714",7,2,4,1,1
606,"p2","0.4",10,2,6,0,0
607,"p2","0.3",10,3,6,0,0
608,"p2","0.333333333333333",9,1,3,1,2
609,"p2","0.333333333333333",9,1,6,0,0
610,"p2","0.428571428571429",7,2,5,0,0
611,"p2","0.428571428571429",7,1,5,0,0
612,"p2","0.777777777777778",9,1,6,0,0
613,"p2","0.555555555555556",9,2,6,0,0
614,"p2","0.444444444444444",9,2,6,0,0
615,"p2","0.714285714285714",7,1,5,0,0
616,"p2","0.6",10,1,6,0,0
617,"p2","0.7",10,2,6,0,0
618,"p2","0.5",10,1,6,0,0
619,"p2","0.5",12,2,6,0,0
620,"p2","0.5",12,2,6,0,0
621,"p2","0.583333333333333",12,2,6,0,0
622,"p2","0.333333333333333",6,1,3,1,1
623,"p2","0.5",14,1,3,0,6
624,"p2","0.2",10,1,6,0,0
625,"p2","0.375",8,2,6,0,0
626,"p2","0.555555555555556",9,3,4,2,0
627,"p2","0.2",10,1,2,0,5
628,"p2","0.307692307692308",13,3,5,0,2
629,"p2","0.4",10,1,6,0,0
630,"p2","0.555555555555556",9,1,5,0,0
631,"p2","0.555555555555556",18,2,5,4,0
632,"p2","0.272727272727273",11,2,6,0,0
633,"p2","0.555555555555556",9,2,6,0,0
634,"p2","0.6",10,1,6,0,0
635,"p2","0.384615384615385",13,2,5,0,2
636,"p2","0.5",8,3,6,0,0
637,"p2","0.5",8,1,6,0,0
638,"p2","0.6",10,2,6,0,0
639,"p2","0.545454545454545",11,1,6,0,0
640,"p2","0.666666666666667",12,1,6,0,0
641,"p2","0.444444444444444",9,2,6,0,0
642,"p2","0.583333333333333",12,2,6,0,0
643,"p2","0.636363636363636",11,1,6,0,0
644,"p2","0.6",5,1,3,0,1
645,"p2","0.181818181818182",11,2,6,0,0
646,"p2","0.583333333333333",12,2,6,0,0
647,"p2","0.571428571428571",7,2,4,0,0
648,"p2","0.428571428571429",7,2,5,0,0
649,"p2","0.666666666666667",9,2,5,1,0
650,"p2","0.5",10,2,6,0,0
651,"p2","0.6",10,1,6,0,0
652,"p2","0.142857142857143",7,1,3,0,1
653,"p2","0.625",16,2,8,0,0
654,"p2","0.454545454545455",11,1,6,0,0
655,"p2","0.2",10,1,6,0,0
656,"p2","0.2",10,2,6,0,0
657,"p2","0.545454545454545",11,1,6,0,0
658,"p2","0.583333333333333",12,2,6,0,0
659,"p2","0.454545454545455",11,2,6,0,0
660,"p2","0.583333333333333",12,1,6,0,0
661,"p2","0.545454545454545",11,1,6,0,0
662,"p2","0.25",12,1,4,0,2
663,"p2","0.6",10,2,6,0,0
664,"p2","0.5",10,2,6,0,0
665,"p2","0.5",10,2,6,0,0
666,"p2","0.583333333333333",12,1,4,0,2
667,"p2","0.416666666666667",12,1,6,0,0
668,"p2","0.5",6,1,5,0,0
669,"p2","0.4",10,1,6,0,0
670,"p2","0.636363636363636",11,2,6,0,0
671,"p2","0.545454545454545",11,1,6,0,0
672,"p2","0.428571428571429",7,2,3,1,1
673,"p2","0.25",4,1,3,0,1
674,"p2","0.375",8,1,4,0,0
675,"p2","0.285714285714286",7,2,5,0,0
676,"p2","0.75",8,1,5,0,0
677,"p2","0.625",8,3,3,0,1
678,"p2","0.75",8,1,6,0,0
679,"p2","0.363636363636364",11,2,6,0,0
680,"p2","0.818181818181818",11,2,4,0,2
681,"p2","0.833333333333333",12,2,6,0,0
682,"p2","0.333333333333333",9,1,6,0,0
683,"p2","0.5",6,2,4,0,0
684,"p2","0.833333333333333",12,2,6,0,0
685,"p2","0.7",10,2,5,0,1
686,"p2","0.375",8,1,6,0,0
687,"p2","0.333333333333333",9,1,6,0,0
688,"p2","0.6",10,2,6,0,0
689,"p2","0.333333333333333",9,1,6,0,0
690,"p2","0.5",10,2,6,0,0
691,"p2","0.545454545454545",11,1,6,0,0
692,"p2","0.875",8,2,6,0,0
693,"p2","0.428571428571429",7,1,5,0,0
694,"p2","0.545454545454545",11,1,6,0,0
695,"p2","0.714285714285714",7,1,5,0,0
696,"p2","0.545454545454545",11,3,6,0,0
697,"p2","0.6",10,2,6,0,0
698,"p2","0.166666666666667",12,1,6,0,0
699,"p2","0.6",5,2,3,0,0
700,"p2","0.285714285714286",7,2,5,0,0
701,"p2","0.5",10,1,6,0,0
702,"p2","0.444444444444444",9,3,3,0,3
703,"p2","0.1",10,1,6,0,0
704,"p2","0.7",10,2,4,0,2
705,"p2","0.714285714285714",7,1,5,0,0
706,"p2","0.363636363636364",11,1,4,1,1
707,"p2","0.625",8,1,6,0,0
708,"p2","0.5",10,2,6,0,0
709,"p2","0.636363636363636",11,1,6,0,0
710,"p2","0.5",6,1,5,0,0
711,"p2","0.4",10,3,6,0,0
712,"p2","0.888888888888889",9,2,6,0,0
713,"p2","0.777777777777778",9,1,6,0,0
714,"p2","0.5",10,1,6,0,0
715,"p2","0.454545454545455",11,1,6,0,0
716,"p2","0.636363636363636",11,2,3,0,3
717,"p2","0.428571428571429",7,3,4,1,1
718,"p2","0.666666666666667",12,1,6,0,0
719,"p2","0.454545454545455",11,2,6,0,0
720,"p2","0.545454545454545",11,1,6,0,0
721,"p2","0.454545454545455",11,1,6,0,0
722,"p2","0.666666666666667",9,2,6,0,0
723,"p2","0.636363636363636",11,2,6,0,0
724,"p2","0.545454545454545",11,2,6,0,0
725,"p2","0.5",12,1,5,0,2
726,"p2","0.363636363636364",11,1,6,0,0
727,"p2","0.75",8,2,6,0,0
728,"p2","0.777777777777778",9,1,4,0,1
729,"p2","0.5",14,3,8,0,0
730,"p2","0.545454545454545",11,3,6,0,0
731,"p2","0.3",10,2,6,0,0
732,"p2","0.4",10,3,6,0,0
733,"p2","0.454545454545455",11,2,6,0,0
734,"p2","0.571428571428571",7,2,5,0,0
735,"p2","0.875",8,2,5,0,0
736,"p2","0.777777777777778",9,1,6,0,0
737,"p2","0.333333333333333",12,3,6,0,0
738,"p2","0.466666666666667",15,1,7,0,1
739,"p2","0.833333333333333",6,3,4,0,0
740,"p2","0.2",10,1,6,0,0
741,"p2","0.5",10,2,6,0,0
742,"p2","0.727272727272727",11,2,6,0,0
743,"p2","0.428571428571429",7,2,2,0,2
744,"p2","0.384615384615385",13,2,8,0,0
745,"p2","0.5",12,2,4,0,3
746,"p2","0.75",12,1,6,0,0
747,"p2","0.636363636363636",11,1,4,0,2
748,"p2","0.6",5,1,5,0,0
749,"p2","0.5",8,2,6,0,0
750,"p2","0.333333333333333",9,1,6,0,0
751,"p2","0.666666666666667",3,1,3,0,2
752,"p2","0.454545454545455",11,2,6,0,0
753,"p2","0.416666666666667",12,2,7,0,0
754,"p2","0.444444444444444",9,2,5,0,0
755,"p2","0.285714285714286",7,2,6,0,0
756,"p2","0.666666666666667",9,2,6,0,0
757,"p2","0.4",10,2,6,0,0
758,"p2","0.7",10,2,6,0,0
759,"p2","0.375",8,2,3,0,3
760,"p2","0.555555555555556",9,2,6,0,0
761,"p2","0.727272727272727",11,2,6,0,0
762,"p2","0.444444444444444",9,2,6,0,0
763,"p2","0.333333333333333",9,1,4,0,2
764,"p2","0.285714285714286",7,1,4,0,0
765,"p2","0.5",10,2,6,0,0
766,"p2","0.666666666666667",9,3,6,0,0
767,"p2","0.4",10,1,6,0,0
768,"p2","0.454545454545455",11,1,6,0,0
769,"p2","0.583333333333333",12,2,6,0,0
770,"p2","0.5",8,2,6,0,0
771,"p2","0.333333333333333",15,2,8,0,0
772,"p2","0.6",10,1,6,0,0
773,"p2","0.666666666666667",15,2,7,0,2
774,"p2","0.444444444444444",9,2,5,0,0
775,"p2","0.375",8,2,5,0,0
776,"p2","0.5",10,2,4,2,0
777,"p2","0.5",12,1,6,0,0
778,"p2","0.25",12,2,6,0,0
779,"p2","0.363636363636364",11,2,6,0,0
780,"p2","0.4",10,1,6,0,0
781,"p2","0.5",12,1,6,0,0
782,"p2","0.444444444444444",9,1,6,0,0
783,"p2","0.6",10,1,6,0,0
784,"p2","0.818181818181818",11,1,4,0,2
785,"p2","0.555555555555556",9,3,6,0,0
786,"p2","0.875",8,2,6,0,0
787,"p2","0.363636363636364",11,1,6,0,0
788,"p2","0.25",8,1,4,0,2
789,"p2","0.454545454545455",11,1,6,0,0
790,"p2","0.333333333333333",9,2,6,0,0
791,"p2","0.8",5,1,3,0,1
792,"p2","0.636363636363636",11,2,6,0,0
793,"p2","0.636363636363636",11,2,6,0,0
794,"p2","0.6",10,2,2,1,3
795,"p2","0.428571428571429",7,1,5,0,0
796,"p2","0.5",10,2,6,0,0
797,"p2","0.333333333333333",6,1,1,0,2
798,"p2","0.5",10,2,6,0,0
799,"p2","0.5",10,1,6,0,0
800,"p2","0.5",8,2,6,0,0
801,"p2","0.5",10,2,6,0,0
802,"p2","0.5",10,2,6,0,0
803,"p2","0.583333333333333",12,1,6,0,0
804,"p2","0.363636363636364",11,2,6,0,0
805,"p2","0.8",10,2,6,0,0
806,"p2","0.727272727272727",11,2,6,0,0
807,"p2","0.7",10,1,4,0,2
808,"p2","0.4",10,1,6,0,0
809,"p2","0.75",8,1,5,0,0
810,"p2","0.454545454545455",11,1,6,0,0
811,"p2","0.4",10,3,4,1,1
812,"p2","0.444444444444444",9,1,6,0,1
813,"p2","0.4",10,2,6,0,0
814,"p2","0.5",4,2,3,0,1
815,"p2","0.6",10,2,6,0,0
816,"p2","0.5",10,2,6,0,0
817,"p2","0.636363636363636",11,1,6,0,0
818,"p2","0.666666666666667",12,2,6,0,1
819,"p2","0.4",10,2,6,0,0
820,"p2","0.2",5,2,3,0,0
821,"p2","0.6",10,2,6,0,0
822,"p2","0.5",6,1,2,0,2
823,"p2","0.583333333333333",12,1,6,0,0
824,"p2","0.625",8,2,5,0,0
825,"p2","0.285714285714286",7,2,4,0,0
826,"p2","0.333333333333333",15,2,8,0,1
827,"p2","0.636363636363636",11,2,6,0,0
828,"p2","0.6",10,1,6,0,0
829,"p2","0.5",12,3,7,0,0
830,"p2","0.454545454545455",11,2,2,0,4
831,"p2","0.555555555555556",9,1,6,0,0
832,"p2","0.4",5,2,3,1,0
833,"p2","0.7",10,2,6,0,0
834,"p2","0.636363636363636",11,1,6,0,0
835,"p2","0.583333333333333",12,2,6,0,0
836,"p2","0.272727272727273",11,1,6,0,0
837,"p2","0.363636363636364",11,2,4,1,1
838,"p2","0.333333333333333",12,2,6,0,0
839,"p2","0.6",10,2,6,0,0
840,"p2","0.636363636363636",11,2,4,0,2
841,"p2","0.363636363636364",11,3,6,0,0
842,"p2","0.25",8,2,5,0,0
843,"p2","0.5",10,2,6,0,0
844,"p2","0.545454545454545",11,2,6,0,0
845,"p2","0.4",10,2,6,0,0
846,"p2","0.444444444444444",9,1,6,0,0
847,"p2","0.444444444444444",9,1,6,0,0
848,"p2","0.75",4,1,4,0,0
849,"p2","0.6",5,2,5,0,0
850,"p2","0.6",10,2,6,0,0
851,"p2","0.777777777777778",9,1,6,0,0
852,"p2","0.555555555555556",9,1,6,0,0
853,"p2","0.454545454545455",11,2,6,0,0
854,"p2","0.25",4,2,4,0,0
855,"p2","0.181818181818182",11,2,6,0,0
856,"p2","0.9",10,2,6,0,0
857,"p2","0.2",10,1,6,0,0
858,"p2","0.583333333333333",12,2,6,0,0
859,"p2","0.5",12,3,6,0,0
860,"p2","0.333333333333333",12,2,6,0,0
861,"p2","0.545454545454545",11,2,6,0,0
862,"p2","0.8",5,2,5,0,0
863,"p2","0.285714285714286",7,2,4,0,0
864,"p2","0.333333333333333",12,2,6,0,0
865,"p2","0.6",10,1,6,0,0
866,"p2","0.454545454545455",11,1,6,0,0
867,"p2","0.8",10,1,6,0,0
868,"p2","0.444444444444444",9,2,5,0,0
869,"p2","0.625",8,2,6,0,0
870,"p2","0.166666666666667",6,2,5,0,0
871,"p2","0.666666666666667",9,1,6,0,0
872,"p2","0.6",10,2,6,0,0
873,"p2","0.555555555555556",9,1,6,0,0
874,"p2","0.416666666666667",12,1,4,1,1
875,"p2","0.333333333333333",9,3,4,0,2
876,"p2","0.181818181818182",11,1,4,0,2
877,"p2","0.555555555555556",9,3,6,0,0
878,"p2","0.727272727272727",11,2,6,0,0
879,"p2","0.333333333333333",9,2,6,0,0
880,"p2","0.5",12,2,6,0,0
881,"p2","0.666666666666667",6,1,3,0,1
882,"p2","0.75",12,1,6,0,0
883,"p2","0.636363636363636",11,1,6,0,0
884,"p2","0.428571428571429",7,2,5,0,0
885,"p2","0.2",10,2,2,0,4
886,"p2","0.375",8,1,6,0,0
887,"p2","0.6",10,2,6,0,0
888,"p2","0.533333333333333",15,2,8,0,0
889,"p2","0.727272727272727",11,2,6,0,0
890,"p2","0.666666666666667",6,2,2,0,2
891,"p2","0.545454545454545",11,2,6,0,0
892,"p2","0.666666666666667",9,2,5,0,0
893,"p2","0.454545454545455",11,2,3,0,3
894,"p2","0.444444444444444",9,1,6,0,0
895,"p2","0.222222222222222",9,1,6,0,0
896,"p2","0.875",8,1,6,0,0
897,"p2","0.444444444444444",9,2,5,0,0
898,"p2","0.727272727272727",11,2,6,0,0
899,"p2","0.444444444444444",9,2,6,0,0
900,"p2","0.5",10,1,6,0,0
1,"p3","0.363636363636364",11,2,6,0,0
2,"p3","0.666666666666667",9,2,6,0,0
3,"p3","0.363636363636364",11,2,5,0,1
4,"p3","0.25",12,1,4,0,2
5,"p3","0.416666666666667",12,1,6,0,0
6,"p3","0.5",10,2,6,0,0
7,"p3","0.5",10,2,6,0,0
8,"p3","0.5",10,1,6,0,0
9,"p3","0.666666666666667",9,1,4,0,2
10,"p3","0.75",12,1,6,0,0
11,"p3","0.142857142857143",7,2,5,0,1
12,"p3","0.636363636363636",11,1,3,0,3
13,"p3","0.428571428571429",7,2,5,0,0
14,"p3","0.555555555555556",9,3,6,0,0
15,"p3","0.333333333333333",9,2,6,0,0
16,"p3","0.714285714285714",7,2,6,0,0
17,"p3","0.333333333333333",12,2,4,0,2
18,"p3","0.4",5,1,2,0,2
19,"p3","0.833333333333333",6,2,5,0,0
20,"p3","0.5",12,2,6,0,0
21,"p3","0.6",10,2,4,0,2
22,"p3","0.25",4,2,4,0,0
23,"p3","0.625",8,2,6,0,0
24,"p3","0.6",10,2,2,0,4
25,"p3","0.75",8,1,6,0,0
26,"p3","0.272727272727273",11,1,6,0,0
27,"p3","0.818181818181818",11,1,6,0,0
28,"p3","0.625",8,3,3,0,2
29,"p3","0.727272727272727",11,2,6,0,0
30,"p3","0.625",8,2,3,1,1
31,"p3","0.444444444444444",9,1,4,2,0
32,"p3","0.5",8,2,6,0,0
33,"p3","0.9",10,2,6,0,0
34,"p3","0.545454545454545",11,2,6,0,0
35,"p3","0.285714285714286",7,2,5,0,0
36,"p3","0.454545454545455",11,2,4,2,0
37,"p3","0.444444444444444",9,2,6,0,0
38,"p3","0.5",10,1,6,0,0
39,"p3","0.6",10,1,6,0,0
40,"p3","0.5",8,2,5,0,0
41,"p3","0.5",10,1,6,0,0
42,"p3","0.636363636363636",11,2,4,1,2
43,"p3","0.7",10,1,4,1,1
44,"p3","0.545454545454545",11,2,6,0,0
45,"p3","0.6",10,3,6,0,0
46,"p3","0.642857142857143",14,1,8,0,0
47,"p3","0.571428571428571",14,1,9,0,0
48,"p3","0.272727272727273",11,2,6,0,0
49,"p3","0.75",8,2,4,0,0
50,"p3","0.5",10,1,6,0,0
51,"p3","0.555555555555556",9,2,6,0,0
52,"p3","0.454545454545455",11,2,6,0,0
53,"p3","0.727272727272727",11,1,6,0,0
54,"p3","0.545454545454545",11,2,6,0,0
55,"p3","0.166666666666667",12,2,5,0,2
56,"p3","0.25",12,2,5,0,1
57,"p3","0.333333333333333",9,1,6,0,0
58,"p3","0.571428571428571",7,1,6,0,0
59,"p3","0.555555555555556",9,2,6,0,0
60,"p3","0.363636363636364",11,2,6,0,0
61,"p3","0.444444444444444",9,2,6,0,0
62,"p3","0.4",10,2,4,0,2
63,"p3","0.6",10,2,3,0,3
64,"p3","0.363636363636364",11,2,6,0,0
65,"p3","0.5",12,2,8,0,0
66,"p3","0.6",5,2,4,0,0
67,"p3","0.5",8,1,6,0,0
68,"p3","0.5",10,1,6,0,0
69,"p3","0.222222222222222",9,3,2,0,4
70,"p3","0.5",8,2,6,0,0
71,"p3","0.444444444444444",9,1,4,0,2
72,"p3","0.5",4,1,4,0,0
73,"p3","0.5",16,2,8,1,0
74,"p3","0.454545454545455",11,1,6,0,0
75,"p3","0.454545454545455",11,2,5,0,1
76,"p3","0.7",10,1,6,0,0
77,"p3","0.625",8,1,5,0,0
78,"p3","0.6",10,2,5,0,2
79,"p3","0.636363636363636",11,1,6,0,0
80,"p3","0.2",10,1,6,0,0
81,"p3","0.583333333333333",12,1,2,0,4
82,"p3","0.625",8,1,5,0,0
83,"p3","0.6",5,2,3,0,0
84,"p3","0.666666666666667",9,1,6,0,0
85,"p3","0.5",10,1,6,0,0
86,"p3","0.428571428571429",7,1,5,0,0
87,"p3","0.6",10,2,6,0,0
88,"p3","0.4",10,2,6,0,0
89,"p3","0.625",8,2,6,0,0
90,"p3","0.625",8,2,3,0,3
91,"p3","0.5",8,2,6,0,0
92,"p3","0.5",8,2,6,0,0
93,"p3","0.7",10,1,6,0,0
94,"p3","0.416666666666667",12,1,4,0,2
95,"p3","0.833333333333333",6,1,3,0,0
96,"p3","0.666666666666667",9,1,6,0,0
97,"p3","0.333333333333333",12,2,6,0,0
